Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
BUENOS AIRES,Bragado,Bragado,WIRELESS,6112010,212.0
BUENOS AIRES,Bragado,Comodoro Py,FIBRA OPTICA,6112020,220.0
BUENOS AIRES,Bragado,Comodoro Py,WIRELESS,6112020,2.0
BUENOS AIRES,Bragado,General O'Brien,ADSL,6112030,321.0
BUENOS AIRES,Bragado,General O'Brien,FIBRA OPTICA,6112030,83.0
BUENOS AIRES,Bragado,General O'Brien,WIRELESS,6112030,36.0
BUENOS AIRES,Bragado,Irala,CABLEMODEM,6112040,2.0
BUENOS AIRES,Bragado,Irala,WIRELESS,6112040,22.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),ADSL,6112070,10.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),CABLEMODEM,6112070,8.0
BUENOS AIRES,Bragado,Mechita (Est. Mecha),WIRELESS,6112070,8.0
BUENOS AIRES,Bragado,Olascoaga,WIRELESS,6112080,40.0
BUENOS AIRES,Bragado,Warnes,ADSL,6112090,135.0
BUENOS AIRES,Bragado,Warnes,Otros,6112090,9.0
BUENOS AIRES,Bragado,Warnes,WIRELESS,6112090,7.0
BUENOS AIRES,Brandsen,Coronel Brandsen,ADSL,6119050,1250.0
BUENOS AIRES,Brandsen,Coronel Brandsen,CABLEMODEM,6119050,420.0
BUENOS AIRES,Brandsen,Coronel Brandsen,DIAL UP,6119050,1.0
BUENOS AIRES,Brandsen,Coronel Brandsen,FIBRA OPTICA,6119050,3400.0
BUENOS AIRES,Brandsen,Coronel Brandsen,Otros,6119050,1.0
BUENOS AIRES,Brandsen,Coronel Brandsen,WIRELESS,6119050,1208.0
BUENOS AIRES,Brandsen,Jeppener,ADSL,6119070,815.0
BUENOS AIRES,Brandsen,Jeppener,FIBRA OPTICA,6119070,2.0
BUENOS AIRES,Campana,Alto Los Cardales,FIBRA OPTICA,6126010,276.0
BUENOS AIRES,Campana,Alto Los Cardales,WIRELESS,6126010,41.0
BUENOS AIRES,Campana,Barrio Los Pioneros,WIRELESS,6126020,60.0
BUENOS AIRES,Campana,Campana,ADSL,6126030,604.0
BUENOS AIRES,Campana,Campana,CABLEMODEM,6126030,18599.0
BUENOS AIRES,Campana,Campana,DIAL UP,6126030,1.0
BUENOS AIRES,Campana,Campana,FIBRA OPTICA,6126030,11643.0
BUENOS AIRES,Campana,Campana,Otros,6126030,18.0
BUENOS AIRES,Campana,Campana,SATELITAL,6126030,3.0
BUENOS AIRES,Campana,Campana,WIRELESS,6126030,44.0
BUENOS AIRES,Campana,Chacras Del Río Luján,WIRELESS,6126035,35.0
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),CABLEMODEM,6126040,55.0
BUENOS AIRES,Cañuelas,Alejandro Petión,ADSL,6134010,102.0
BUENOS AIRES,Cañuelas,Alejandro Petión,CABLEMODEM,6134010,905.0
BUENOS AIRES,Cañuelas,Alejandro Petión,DIAL UP,6134010,7.0
BUENOS AIRES,Cañuelas,Alejandro Petión,WIRELESS,6134010,41.0
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,WIRELESS,6134030,48.0
BUENOS AIRES,Cañuelas,Barrio El Taladro,FIBRA OPTICA,6134020,223.0
BUENOS AIRES,Cañuelas,Cañuelas,ADSL,6134030,909.0
BUENOS AIRES,Cañuelas,Cañuelas,CABLEMODEM,6134030,4963.0
BUENOS AIRES,Cañuelas,Cañuelas,DIAL UP,6134030,30.0
BUENOS AIRES,Cañuelas,Cañuelas,FIBRA OPTICA,6134030,2420.0
BUENOS AIRES,Cañuelas,Cañuelas,SATELITAL,6134030,1.0
BUENOS AIRES,Cañuelas,Cañuelas,WIRELESS,6134030,526.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,FIBRA OPTICA,6134040,1.0
BUENOS AIRES,Cañuelas,Gobernador Udaondo,WIRELESS,6134040,20.0
BUENOS AIRES,Cañuelas,Máximo Paz,CABLEMODEM,6134050,2009.0
BUENOS AIRES,Cañuelas,Máximo Paz,FIBRA OPTICA,6134050,1.0
BUENOS AIRES,Cañuelas,Máximo Paz,WIRELESS,6134050,270.0
BUENOS AIRES,Cañuelas,Santa Rosa,SATELITAL,6134060,2.0
BUENOS AIRES,Cañuelas,Santa Rosa,WIRELESS,6134060,233.0
BUENOS AIRES,Cañuelas,Uribelarrea,ADSL,6134070,63.0
BUENOS AIRES,Cañuelas,Uribelarrea,FIBRA OPTICA,6134070,780.0
BUENOS AIRES,Cañuelas,Uribelarrea,WIRELESS,6134070,136.0
BUENOS AIRES,Cañuelas,Vicente Casares,ADSL,6134080,175.0
BUENOS AIRES,Cañuelas,Vicente Casares,DIAL UP,6134080,2.0
BUENOS AIRES,Cañuelas,Vicente Casares,WIRELESS,6134080,25.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,ADSL,6140010,144.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,CABLEMODEM,6140010,4215.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,FIBRA OPTICA,6140010,131.0
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,WIRELESS,6140010,89.0
BUENOS AIRES,Capitán Sarmiento,La Luisa,WIRELESS,6140020,44.0
BUENOS AIRES,Carlos Casares,Bellocq,DIAL UP,6147010,1.0
BUENOS AIRES,Carlos Casares,Cadret,Otros,6147020,1.0
BUENOS AIRES,Carlos Casares,Cadret,WIRELESS,6147020,48.0
BUENOS AIRES,Carlos Casares,Carlos Casares,ADSL,6147030,1167.0
BUENOS AIRES,Carlos Casares,Carlos Casares,CABLEMODEM,6147030,3.0
BUENOS AIRES,Carlos Casares,Carlos Casares,DIAL UP,6147030,7.0
BUENOS AIRES,Carlos Casares,Carlos Casares,FIBRA OPTICA,6147030,3193.0
BUENOS AIRES,Carlos Casares,Carlos Casares,WIRELESS,6147030,2461.0
BUENOS AIRES,Carlos Casares,La Sofía,WIRELESS,6147060,1.0
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,WIRELESS,6147070,47.0
BUENOS AIRES,Carlos Casares,Moctezuma,WIRELESS,6147080,161.0
BUENOS AIRES,Carlos Casares,Santo Tomás,WIRELESS,6147095,44.0
BUENOS AIRES,Carlos Casares,Smith,WIRELESS,6147100,190.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,ADSL,6154010,12.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,CABLEMODEM,6154010,1263.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,DIAL UP,6154010,1.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,FIBRA OPTICA,6154010,68.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,WIRELESS,6154010,499.0
BUENOS AIRES,Carlos Tejedor,Colonia Seré,FIBRA OPTICA,6154020,50.0
BUENOS AIRES,Carlos Tejedor,Colonia Seré,WIRELESS,6154020,77.0
BUENOS AIRES,Carlos Tejedor,Curarú,WIRELESS,6154030,16.0
BUENOS AIRES,Carlos Tejedor,Timote,WIRELESS,6154040,61.0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),SATELITAL,6154050,1.0
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),WIRELESS,6154050,198.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,ADSL,6161010,322.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,CABLEMODEM,6161010,1705.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,DIAL UP,6161010,5.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,FIBRA OPTICA,6161010,8.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,Otros,6161010,1.0
BUENOS AIRES,Carmen de Areco,Carmen de Areco,WIRELESS,6161010,1045.0
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,WIRELESS,6161020,31.0
BUENOS AIRES,Carmen de Areco,Tres Sargentos,WIRELESS,6161030,107.0
BUENOS AIRES,Castelli,Castelli,ADSL,6168010,52.0
BUENOS AIRES,Castelli,Castelli,CABLEMODEM,6168010,1109.0
BUENOS AIRES,Castelli,Castelli,FIBRA OPTICA,6168010,1121.0
BUENOS AIRES,Castelli,Castelli,SATELITAL,6168010,2.0
BUENOS AIRES,Castelli,Castelli,WIRELESS,6168010,28.0
BUENOS AIRES,Castelli,Centro Guerrero,FIBRA OPTICA,6168020,46.0
BUENOS AIRES,Castelli,Centro Guerrero,WIRELESS,6168020,3.0
BUENOS AIRES,Castelli,Cerro De La Gloria,FIBRA OPTICA,6168030,7.0
BUENOS AIRES,Chacabuco,Castilla,WIRELESS,6210010,274.0
BUENOS AIRES,Chacabuco,Chacabuco,ADSL,6210020,1334.0
BUENOS AIRES,Chacabuco,Chacabuco,CABLEMODEM,6210020,10031.0
BUENOS AIRES,Chacabuco,Chacabuco,DIAL UP,6210020,15.0
BUENOS AIRES,Chacabuco,Chacabuco,FIBRA OPTICA,6210020,1926.0
BUENOS AIRES,Chacabuco,Chacabuco,WIRELESS,6210020,130.0
BUENOS AIRES,Chacabuco,O'Higgins,ADSL,6210040,260.0
BUENOS AIRES,Chacabuco,O'Higgins,FIBRA OPTICA,6210040,220.0
BUENOS AIRES,Chacabuco,O'Higgins,WIRELESS,6210040,12.0
BUENOS AIRES,Chacabuco,Rawson,ADSL,6210050,50.0
BUENOS AIRES,Chacabuco,Rawson,FIBRA OPTICA,6210050,454.0
BUENOS AIRES,Chacabuco,Rawson,Otros,6210050,1.0
BUENOS AIRES,Chacabuco,Rawson,WIRELESS,6210050,125.0
BUENOS AIRES,Chascomús,Barrio San Cayetano,FIBRA OPTICA,6217020,132.0
BUENOS AIRES,Chascomús,Chascomús,ADSL,6217010,1847.0
BUENOS AIRES,Chascomús,Chascomús,CABLEMODEM,6217010,7983.0
BUENOS AIRES,Chascomús,Chascomús,DIAL UP,6217010,79.0
BUENOS AIRES,Chascomús,Chascomús,FIBRA OPTICA,6217010,1167.0
BUENOS AIRES,Chascomús,Chascomús,SATELITAL,6217010,1.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),ADSL,6217020,98.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),CABLEMODEM,6217020,2000.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),FIBRA OPTICA,6217020,2.0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),WIMAX,6217020,444.0
BUENOS AIRES,Chivilcoy,Benitez,WIRELESS,6224005,19.0
BUENOS AIRES,Chivilcoy,Chivilcoy,ADSL,6224010,2031.0
BUENOS AIRES,Chivilcoy,Chivilcoy,CABLEMODEM,6224010,8973.0
BUENOS AIRES,Chivilcoy,Chivilcoy,DIAL UP,6224010,117.0
BUENOS AIRES,Chivilcoy,Chivilcoy,FIBRA OPTICA,6224010,4172.0
BUENOS AIRES,Chivilcoy,Chivilcoy,SATELITAL,6224010,1.0
BUENOS AIRES,Chivilcoy,Chivilcoy,WIRELESS,6224010,5530.0
BUENOS AIRES,Chivilcoy,Emilio Ayarza,WIRELESS,6224020,5.0
BUENOS AIRES,Chivilcoy,Gorostiaga,ADSL,6224030,55.0
BUENOS AIRES,Chivilcoy,Gorostiaga,WIRELESS,6224030,2.0
BUENOS AIRES,Chivilcoy,La Rica,ADSL,6224040,39.0
BUENOS AIRES,Chivilcoy,La Rica,Otros,6224040,2.0
BUENOS AIRES,Chivilcoy,La Rica,WIRELESS,6224040,97.0
BUENOS AIRES,Chivilcoy,Moquehuá,CABLEMODEM,6224050,338.0
BUENOS AIRES,Chivilcoy,Moquehuá,FIBRA OPTICA,6224050,563.0
BUENOS AIRES,Chivilcoy,Moquehuá,WIRELESS,6224050,30.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,ADSL,6224060,3.0
BUENOS AIRES,Chivilcoy,Ramón Biaus,WIRELESS,6224060,77.0
BUENOS AIRES,Chivilcoy,San Sebastián,ADSL,6224070,3.0
BUENOS AIRES,Chivilcoy,San Sebastián,WIRELESS,6224070,49.0
BUENOS AIRES,Colón,Colón,ADSL,6175010,4051.0
BUENOS AIRES,Colón,Colón,CABLEMODEM,6175010,1805.0
BUENOS AIRES,Colón,Colón,FIBRA OPTICA,6175010,5173.0
BUENOS AIRES,Colón,Colón,WIRELESS,6175010,20.0
BUENOS AIRES,Colón,Sarasa,WIRELESS,6175040,14.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,FIBRA OPTICA,6182010,25.0
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,WIRELESS,6182010,53.0
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,SATELITAL,6182020,1.0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,WIRELESS,6182025,42.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),ADSL,6182030,634.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),CABLEMODEM,6182030,21374.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),DIAL UP,6182030,47.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),FIBRA OPTICA,6182030,11.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),SATELITAL,6182030,6.0
BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar,FIBRA OPTICA,6182030,101.0
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),FIBRA OPTICA,6182050,165.0
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,FIBRA OPTICA,6189020,402.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,ADSL,6189030,204.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,CABLEMODEM,6189030,1428.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,DIAL UP,6189030,3.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,FIBRA OPTICA,6189030,9.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,WIRELESS,6189030,32.0
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),FIBRA OPTICA,6189040,32.0
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),WIRELESS,6189040,5.0
BUENOS AIRES,Coronel Dorrego,Oriente,FIBRA OPTICA,6189070,607.0
BUENOS AIRES,Coronel Dorrego,Oriente,WIRELESS,6189070,48.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),ADSL,6196010,555.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),CABLEMODEM,6196010,2056.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),DIAL UP,6196010,3.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),FIBRA OPTICA,6196010,5.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),WIRELESS,6196010,171.0
BUENOS AIRES,Coronel Pringles,Indio Rico,DIAL UP,6196040,1.0
BUENOS AIRES,Coronel Pringles,Indio Rico,FIBRA OPTICA,6196040,24.0
BUENOS AIRES,Coronel Pringles,Indio Rico,WIRELESS,6196040,3.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,ADSL,6203020,691.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,CABLEMODEM,6203020,3097.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,DIAL UP,6203020,84.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,FIBRA OPTICA,6203020,1612.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,WIRELESS,6203020,785.0
BUENOS AIRES,Coronel Suárez,Huanguelén,DIAL UP,6203050,1.0
BUENOS AIRES,Coronel Suárez,Huanguelén,FIBRA OPTICA,6203050,1630.0
BUENOS AIRES,Coronel Suárez,Huanguelén,WIRELESS,6203050,536.0
BUENOS AIRES,Coronel Suárez,Pasman,WIRELESS,6203060,71.0
BUENOS AIRES,Coronel Suárez,San José,CABLEMODEM,6203070,70.0
BUENOS AIRES,Coronel Suárez,San José,FIBRA OPTICA,6203070,795.0
BUENOS AIRES,Coronel Suárez,Santa María,CABLEMODEM,6203080,29.0
BUENOS AIRES,Coronel Suárez,Santa María,FIBRA OPTICA,6203080,515.0
BUENOS AIRES,Coronel Suárez,Santa Trinidad,CABLEMODEM,6203090,84.0
BUENOS AIRES,Coronel Suárez,Santa Trinidad,FIBRA OPTICA,6203090,648.0
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,CABLEMODEM,6203100,104.0
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,FIBRA OPTICA,6203100,127.0
BUENOS AIRES,Daireaux,Daireaux,ADSL,6231030,226.0
BUENOS AIRES,Daireaux,Daireaux,Otros,6231030,194.0
BUENOS AIRES,Daireaux,Daireaux,SATELITAL,6231030,50.0
BUENOS AIRES,Daireaux,Daireaux,WIRELESS,6231030,339.0
BUENOS AIRES,Daireaux,Salazar,WIRELESS,6231060,79.0
BUENOS AIRES,Dolores,Dolores,ADSL,6238010,1045.0
BUENOS AIRES,Dolores,Dolores,CABLEMODEM,6238010,11056.0
BUENOS AIRES,Dolores,Dolores,DIAL UP,6238010,1.0
BUENOS AIRES,Dolores,Dolores,FIBRA OPTICA,6238010,531.0
BUENOS AIRES,Dolores,Dolores,WIMAX,6238010,325.0
BUENOS AIRES,Dolores,Sevigne,WIRELESS,6238020,1.0
BUENOS AIRES,Ensenada,Ensenada,ADSL,6245010,1196.0
BUENOS AIRES,Ensenada,Ensenada,CABLEMODEM,6245010,11851.0
BUENOS AIRES,Ensenada,Ensenada,DIAL UP,6245010,16.0
BUENOS AIRES,Ensenada,Ensenada,FIBRA OPTICA,6245010,2926.0
BUENOS AIRES,Ensenada,Ensenada,Otros,6245010,6.0
BUENOS AIRES,Ensenada,Ensenada,WIRELESS,6245010,2092.0
BUENOS AIRES,Ensenada,Villa Catela,WIRELESS,6245010,7.0
BUENOS AIRES,Escobar,Belen de Escobar,ADSL,6252010,1195.0
BUENOS AIRES,Escobar,Belen de Escobar,Cablemodem,6252010,16534.0
BUENOS AIRES,Escobar,Belen de Escobar,DIAL UP,6252010,21.0
BUENOS AIRES,Escobar,Belen de Escobar,FIBRA OPTICA,6252010,12887.0
BUENOS AIRES,Escobar,Belen de Escobar,OTROS,6252010,382.0
BUENOS AIRES,Escobar,Belen de Escobar,SATELITAL,6252010,1.0
BUENOS AIRES,Escobar,Belen de Escobar,WIRELESS,6252010,99.0
BUENOS AIRES,Escobar,El Cazador,CABLEMODEM,6252010,942.0
BUENOS AIRES,Escobar,El Cazador,FIBRA OPTICA,6252010,2588.0
BUENOS AIRES,Escobar,Garín,ADSL,6252010,3361.0
BUENOS AIRES,Escobar,Garín,CABLEMODEM,6252010,9904.0
BUENOS AIRES,Escobar,Garín,DIAL UP,6252010,3.0
BUENOS AIRES,Escobar,Garín,FIBRA OPTICA,6252010,5017.0
BUENOS AIRES,Escobar,Garín,Otros,6252010,2.0
BUENOS AIRES,Escobar,Garín,SATELITAL,6252010,1.0
BUENOS AIRES,Escobar,Garín,WIRELESS,6252010,11.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,ADSL,6252010,264.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,CABLEMODEM,6252010,4162.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,DIAL UP,6252010,3.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,FIBRA OPTICA,6252010,4379.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,Otros,6252010,1.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,WIRELESS,6252010,300.0
BUENOS AIRES,Escobar,Loma Verde,FIBRA OPTICA,6252010,1390.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),ADSL,6252010,154.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),CABLEMODEM,6252010,5151.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),FIBRA OPTICA,6252010,172.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),Otros,6252010,2.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),WIRELESS,6252010,14.0
BUENOS AIRES,Escobar,Matheu,ADSL,6252010,668.0
BUENOS AIRES,Escobar,Matheu,CABLEMODEM,6252010,2652.0
BUENOS AIRES,Escobar,Matheu,DIAL UP,6252010,2.0
BUENOS AIRES,Escobar,Matheu,FIBRA OPTICA,6252010,77.0
BUENOS AIRES,Escobar,Matheu,Otros,6252010,3.0
BUENOS AIRES,Escobar,Matheu,SATELITAL,6252010,1.0
BUENOS AIRES,Escobar,Matheu,WIRELESS,6252010,58.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,ADSL,6260010,54.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,CABLEMODEM,6260010,6784.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,DIAL UP,6260010,6.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,FIBRA OPTICA,6260010,12.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,Otros,6260010,1.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,WIRELESS,6260010,153.0
BUENOS AIRES,Esteban Echeverría,Canning,ADSL,6260010,2.0
BUENOS AIRES,Esteban Echeverría,Canning,CABLEMODEM,6260010,4092.0
BUENOS AIRES,Esteban Echeverría,Canning,FIBRA OPTICA,6260010,1173.0
BUENOS AIRES,Esteban Echeverría,Canning,Otros,6260010,1.0
BUENOS AIRES,Esteban Echeverría,Canning,WIRELESS,6260010,60.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,CABLEMODEM,6260010,5382.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,FIBRA OPTICA,6260010,4.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,Otros,6260010,2.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,SATELITAL,6260010,1.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,WIRELESS,6260010,89.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,ADSL,6260010,3.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,CABLEMODEM,6260010,7329.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,DIAL UP,6260010,2.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,FIBRA OPTICA,6260010,1809.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,Otros,6260010,1.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,WIRELESS,6260010,77.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,ADSL,6260010,60.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,CABLEMODEM,6260010,26259.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,DIAL UP,6260010,57.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,FIBRA OPTICA,6260010,28464.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,Otros,6260010,9.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,SATELITAL,6260010,3.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,WIRELESS,6260010,662.0
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,ADSL,6260010,2.0
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,WIRELESS,6260010,341.0
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,WIRELESS,6266010,164.0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),ADSL,6266020,294.0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),DIAL UP,6266020,5.0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),FIBRA OPTICA,6266020,100.0
BUENOS AIRES,Exaltación de la Cruz,El Remanso,ADSL,6266030,397.0
BUENOS AIRES,Exaltación de la Cruz,El Remanso,FIBRA OPTICA,6266030,335.0
BUENOS AIRES,Exaltación de la Cruz,El Remanso,WIRELESS,6266030,43.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,CABLEMODEM,6266040,7649.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,DIAL UP,6266040,2.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,FIBRA OPTICA,6266040,146.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,SATELITAL,6266040,2.0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,WIRELESS,6266040,31.0
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,WIRELESS,6266050,5.0
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,ADSL,6266060,1140.0
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,FIBRA OPTICA,6266060,1917.0
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,WIRELESS,6266060,164.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,ADSL,6270010,169.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,DIAL UP,6270010,2.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,FIBRA OPTICA,6270010,7.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,SATELITAL,6270010,1.0
BUENOS AIRES,Ezeiza,Canning,ADSL,6270010,58.0
BUENOS AIRES,Ezeiza,Canning,CABLEMODEM,6270010,1921.0
BUENOS AIRES,Ezeiza,Canning,DIAL UP,6270010,1.0
BUENOS AIRES,Ezeiza,Canning,FIBRA OPTICA,6270010,1253.0
BUENOS AIRES,Ezeiza,Canning,Otros,6270010,1.0
BUENOS AIRES,Ezeiza,Canning,WIRELESS,6270010,79.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,ADSL,6270010,23.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,CABLEMODEM,6270010,4104.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,DIAL UP,6270010,2.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,FIBRA OPTICA,6270010,1979.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,SATELITAL,6270010,1.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,WIRELESS,6270010,2.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,ADSL,6270010,38.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,CABLEMODEM,6270010,12201.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,DIAL UP,6270010,13.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,FIBRA OPTICA,6270010,13653.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,SATELITAL,6270010,2.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,WIRELESS,6270010,91.0
BUENOS AIRES,Ezeiza,La Unión,CABLEMODEM,6270010,7955.0
BUENOS AIRES,Ezeiza,La Unión,DIAL UP,6270010,1.0
BUENOS AIRES,Ezeiza,La Unión,FIBRA OPTICA,6270010,836.0
BUENOS AIRES,Ezeiza,La Unión,SATELITAL,6270010,2.0
BUENOS AIRES,Ezeiza,OTROS,ADSL,Sin Datos,3.0
BUENOS AIRES,Ezeiza,OTROS,CABLEMODEM,Sin Datos,1.0
BUENOS AIRES,Ezeiza,OTROS,FIBRA OPTICA,Sin Datos,5.0
BUENOS AIRES,Ezeiza,Tristán Suarez,ADSL,6270010,34.0
BUENOS AIRES,Ezeiza,Tristán Suarez,CABLEMODEM,6270010,9331.0
BUENOS AIRES,Ezeiza,Tristán Suarez,DIAL UP,6270010,5.0
